Setcode,"Card Name ""JP (EN)""",Image,Type,Rarity,Color,LIFE/HP,Tags,Text
hBP04-058,"ラプラス・ダークネス
(La+ Darknesss)",,1st holomem,R,Purple,140,#JP #holoX #Shooter,"Collab Effect: Would you like to test your fate?
You may roll a dice 3 times:Deal 10 Special Damage for each time it is odd to your opponent's center holomem.

Arts: You think you can defeat me?
Cost: 1 purple
Power: 30"
hBP04-059,"ラプラス・ダークネス
(La+ Darknesss)",,2nd holomem,RR,Purple,200,#JP #holoX #Shooter,"Bloom Effect: Yes My Dark!
You may archive a card from your hand and roll a dice 3 times:Draw 1 card for each time it is odd. You may only use the Bloom Effect ""Yes My Dark!"" once per turn.

Arts: The strongest legend
Cost: 1 purple, 2 any color
Power: 120, +50 vs blue
Deal 10 Special Damage for each time you rolled a dice as part of your abilities this turn to your opponent's center holomem."
hBP04-060,"紫咲シオン
(Murasaki Shion)",,1st Buzz holomem,R,Purple,240,#JP #Gen 2,"Bloom Effect: Cheer Reverse
You may send 1 cheer from your opponent's archive to their center holomem.

Arts: Streaming games today
Cost: 1 purple, 1 any color
Power: 40
For each cheer attached to your opponent's center holomem, deal 10 Special Damage to your opponent's center holomem and collab holomem.

Extra: If this holomem is downed, you get Life-2"
hBP04-061,"クレイジー・オリー
(Kureiji Ollie)",,2nd holomem,R,Purple,200,"#ID #ID Gen 2
#Languages","Bloom Effect: Look at Ollie!
If Bloomed using the SP Oshi Skill ""Ollie resurrection"", restore all HP of 1 of your <Kureiji Ollie>.

Arts: Soul of HOLORO
Cost: 1 purple, 1 any color
Power: 80+, +50 vs green
This Arts gets +20 for each of your other 2nd holomem with #ID Gen 2."
hBP04-062,"森カリオペ
(Mori Calliope)",,1st Buzz holomem,R,Purple,240,#EN #Myth #Singing,"Gift: Eternal Rest
[Center position or collab position only]If a <Mori Calliope's Scythe> or <Death-sensei> is attached to this holomem, your center holomem with #Myth gets Arts +30.

Arts: Last drink
Cost: 1 purple, 1 any color
Power: 50
Look at the top 2 cards of your deck. Archive one of them, and return the other to the top of your deck.

Extra: If this holomem is downed, you get Life-2"
hBP04-063,"古石ビジュー
(Koseki Bijou)",,Debut holomem,C,Purple,110,#EN #Advent #Baby,"Gift: Kira Kira Koseki!
If this holomem is downed during your opponent's turn, draw 1 card from your deck.

Arts: Bon Bijou!
Cost: 1 any color
Power: 20

Extra: You may include any number of this holomem in the deck"
hBP04-064,"古石ビジュー
(Koseki Bijou)",,1st holomem,C,Purple,180,#EN #Advent #Baby,"Arts: Sparkling Gem
Cost: 1 any color
Power: 30"
hBP04-065,"古石ビジュー
(Koseki Bijou)",,1st holomem,U,Purple,130,#EN #Advent #Baby,"Bloom Effect: Unparalleled Brilliance
You may archive a red cheer from your holomem:Draw 2 cards from your deck.

Arts: Ore and miner
Cost: 1 purple
Power: 30+
If there are any red cheers in your archive, this Arts gets +20."
hBP04-066,"古石ビジュー
(Koseki Bijou)",,2nd holomem,RR,Purple,190,#EN #Advent #Baby,"Bloom Effect: Jewel of Emotion
You may archive all cards in your hand:Draw as many cards as you archived. You may only use the Bloom Effect ""Jewel of Emotion"" once per turn.

Arts: I hope you'll feel my radiance!
Cost: 1 purple, 1 any color
Power: 80+, +50 vs green
This Arts gets +10 for each cheer in your opponent's archive."
hBP04-067,"大空スバル
(Oozora Subaru)",,Debut holomem,C,Yellow,130,#JP #Gen 2 #Bird,"Arts: Ajimaru! Ajimaru!
Cost: 1 yellow
Power: 20

Arts: Sup! I'm Oozora Subaru from hololive 2nd Generation!
Cost: 1 yellow, 2 any color
Power: 60

Extra: You may include any number of this holomem in the deck"
hBP04-068,"大空スバル
(Oozora Subaru)",,Debut holomem,U,Yellow,100,#JP #Gen 2 #Bird,"Gift: Oozora Subaru Assorted Set
[Center positon or collab position only]This holomem takes -20 damage from your opponent's 1st holomem.

Arts: From Subaru to you!
Cost: 1 any color
Power: 20"
hBP04-069,"大空スバル
(Oozora Subaru)",,1st holomem,C,Yellow,190,#JP #Gen 2 #Bird,"Arts: Good morning Subaru
Cost: 1 yellow
Power: 30

Arts: I'm sleepy tho
Cost: 1 yellow, 1 any color
Power: 50"
hBP04-070,"大空スバル
(Oozora Subaru)",,1st holomem,U,Yellow,130,#JP #Gen 2 #Bird,"Collab Effect: I'll do my best
During this turn, 1 of your holomem gets Arts +10 for each cheer currently attached to that holomem. However, only up to 3 cheers are counted.

Arts: Please support us and have fun!
Cost: 1 any color
Power: 20"
hBP04-071,"大空スバル
(Oozora Subaru)",,1st holomem,R,Yellow,160,#JP #Gen 2 #Bird,"Arts: Shuba!
Cost: 1 yellow
Power: 20
Send the top card of your cheer deck to this holomem.

Arts: The best and most fun day
Cost: 1 yellow, 2 any color
Power: 90"
hBP04-072,"大空スバル
(Oozora Subaru)",,2nd holomem,RR,Yellow,190,"#JP #Gen 2 #Singing
#Bird","Bloom Effect: Sunlight Stage
You may send 1 yellow cheer from your archive to your holomem.

Arts: Sun Girl
Cost: 2 yellow, 1 any color
Power: 100+, +50 vs White
This Arts gets +10 for each cheer attached to both players' holomem. However, only up to 8 cheers are counted."
hBP04-073,"アーニャ・メルフィッサ
(Anya Melfissa)",,Debut holomem,C,Yellow,100,"#ID #ID Gen 2
#Languages","Arts: Ohayo!
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck"
hBP04-074,"アーニャ・メルフィッサ
(Anya Melfissa)",,Debut holomem,U,Yellow,120,"#ID #ID Gen 2
#Languages","Gift: A Day at the Café
[Center position only]This holomem and your collab holomem take -10 damage.

Arts: Do you want to sit next to me?
Cost: 1 yellow
Power: 20"
hBP04-075,"アーニャ・メルフィッサ
(Anya Melfissa)",,1st holomem,C,Yellow,180,"#ID #ID Gen 2
#Languages","Arts: Devil's invitation
Cost: 1 yellow
Power: 30

Arts: Devil's whisper
Cost: 1 yellow, 1 any color
Power: 50"
hBP04-076,"アーニャ・メルフィッサ
(Anya Melfissa)",,1st holomem,U,Yellow,150,"#ID #ID Gen 2
#Languages","Collab Effect: A song from me to everyone
You may attach 1 <Ancient Weapon> from your archive to your <Anya Melfissa>.

Arts: Thank you for your support!
Cost: 1 any color
Power: 30"
hBP04-077,"アーニャ・メルフィッサ
(Anya Melfissa)",,1st holomem,R,Yellow,180,"#ID #ID Gen 2
#Languages","Gift: Garden behind the glass
If this holomem is downed during your opponent's turn, return one of this holomem's stacked holomem to hand (you may choose the top holomem).

Arts: Yellow Rose
Cost: 1 yellow, 1 any color
Power: 50"
hBP04-078,"アーニャ・メルフィッサ
(Anya Melfissa)",,2nd holomem,RR,Yellow,200,"#ID #ID Gen 2
#Languages","Gift: I found a treasure
[Center position or collab position only]The Arts cheer cost of your center <Anya Melfissa> with an <Ancient Weapon> attached is reduced by 1 yellow cheer.

Arts: Dungeon adventure
Cost: 2 yellow, 2 any color
Power: 160, +50 vs red"
hBP04-079,"夏色まつり
(Natsuiro Matsuri)",,Debut holomem,C,Yellow,120,#JP #Gen 1 #Shooter,"Gift: Wasshoi!
If this holomem is downed during your opponent's turn, you may reattach 1 cheer from this holomem to your other holomem.

Arts: Hololive's seiso representative
Cost: 1 any color
Power: 10

Extra: You may include any number of this holomem in the deck"
hBP04-080,"夏色まつり
(Natsuiro Matsuri)",,1st holomem,C,Yellow,180,#JP #Gen 1 #Shooter,"Arts: Natsuiro Cheer Squad
Cost: 1 any color
Power: 30

Arts: Fight! Wash away blood with blood!
Cost: 2 any color
Power: 50"
hBP04-081,"夏色まつり
(Natsuiro Matsuri)",,1st holomem,U,Yellow,120,#JP #Gen 1 #Shooter,"Bloom Effect: So that I can reach you who I love
Reveal 1 yellow cheer from your cheer deck, and send it to this holomem. Then, shuffle the cheer deck.

Arts: I'll sing with all my might!!
Cost: 1 yellow
Power: 20"
hBP04-082,"夏色まつり
(Natsuiro Matsuri)",,2nd holomem,RR,Yellow,180,#JP #Gen 1 #Shooter,"Bloom Effect: Let's go shopping!
You may roll a dice once for each of your differently-named holomem with #Gen 1:For each time it is 4 or greater, send the top card of your cheer deck to this holomem.

Arts: I found my favorite
Cost: 1 yellow
Power: 60+, +50 vs white
This Arts gets +20 for each cheer attached to this holomem."
hBP04-083,"桃鈴ねね
(Momosuzu Nene)",,Debut holomem,C,Yellow,90,"#JP #Gen 5 #Singing
#Painting","Arts: Kon-Nene
Cost: 1 any color
Power: 10
If there are 5 or less holomem on your stage, you may reveal 1 Debut holomem with #Gen 5 from your deck, and place it on stage. Then, shuffle the deck.

Extra: You may include any number of this holomem in the deck"
hBP04-084,"桃鈴ねね
(Momosuzu Nene)",,1st holomem,C,Yellow,190,"#JP #Gen 5 #Singing
#Painting","Arts: haaan~
Cost: 1 any color
Power: 30

Arts: Mata-Nene
Cost: 1 yellow, 1 any color
Power: 50"
hBP04-085,"桃鈴ねね
(Momosuzu Nene)",,1st holomem,U,Yellow,130,"#JP #Gen 5 #Singing
#Painting","Bloom Effect: Feeling great!!!!!!!!!!!!!!
Reveal 1 cheer from your cheer deck with the same color as 1 of your holomem with #Gen 5, and send it to your holomem with #Gen 5. Then, shuffle the cheer deck.

Arts: I'll do my best!!!!!
Cost: 1 any color
Power: 20"
hBP04-086,"桃鈴ねね
(Momosuzu Nene)",,2nd holomem,RR,Yellow,200,"#JP #Gen 5 #Singing
#Painting","Arts: Everyone is husband
Cost: 1 any color
Power: 50, +50 vs white

Arts: Gira Gira Power
Cost: 1 blue, 1 yellow
Power: 50+, +50 vs white
This Arts gets +20 for each cheer in your archive. However, only up to 5 cheers are counted."
hBP04-087,"エリザベス・ローズ
ブラッドフレイム
(Elizabeth Rose Bloodflame)",,Spot holomem,C,None,140,#EN #Justice #Singing,"Gift: The Scarlet Queen
[Collab position only]Your center Debut holomem takes -20 damage.

Arts: ERB
Cost: 2 any color
Power: 20

Extra: This holomem cannot Bloom"
hBP04-088,"ジジ・ムリン
(Gigi Murin)",,Spot holomem,C,None,130,#EN #Justice,"Gift: Eh? But it was fun!
If this holomem is downed during your opponent's turn, send the top card of your cheer deck to your holomem.

Arts: Stop fighting!
Cost: 1 any color
Power: 10

Extra: This holomem cannot Bloom"
hBP04-089,"ツートンカラーパソコン
(Two-tone PC)",,Support (Item),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have at least 2 unicolor holomem with different colors on your stage.

Choose 2 of your unicolor holomem with different colors. Reveal 1 1st holomem other than Buzz from your deck with each of those colors, and add them to hand. Then, shuffle the deck."
hBP04-090,"作業用パソコン
(Work PC)",,Support (Item),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal 1 holomem and 1 [tool, mascot, or fan] from among them, and add the revealed cards to hand. Then, return the remaining cards to the bottom of the deck in any order."
hBP04-091,"限界飯
(Struggle Meal)",,Support (Event),U,,,#Food,"During this turn, the Arts cheer cost of 1 of your <Ichijou Ririka> is reduced by 1 colorless cheer. You may only use the card <Struggle Meal> once per turn."
hBP04-092,"ねぽらぼ
(NePoLaBo)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of holomem with #Gen 5 from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hBP04-093,"ホロライブ2期生
(hololive Generation 2)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of holomem with #Gen 2 from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hBP04-094,"まいたけダンス
(Maitake Dance)",,Support (Event),U,,,#Mushroom,"Choose 1 of your <Juufuutei Raden>. You may reattach any 1~2 cheers on your stage to the chosen holomem. Then, if the chosen holomem has 3 or more cheers attached, during this turn that holomem gets Arts +10."
hBP04-095,"マスコットキャッチャー
(Mascot Catcher)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

Reveal 1 mascot from your deck, and add it to hand. Then, shuffle the deck."
hBP04-096,Advent,,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of holomem with #Advent from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hBP04-097,"緑の試験管
(Green Test Tube)",,Support (Tool),U,,,#KoyoLabo,"The holomem this tool is attached to gets Arts+10.

◆Additional ability if attached to a 1st or greater <Hakui Koyori>
During your Main Phase, you may archive 1 cheer from the holomem this tool is attached to:Unrest one of your resting holomem with #holoX.

Only 1 tool can be attached to each of your holomem."
hBP04-098,"鍛冶ハンマー
(Blacksmith's Hammer)",,Support (Tool),U,,,#Kaela'sArms,"The holomem this tool is attached to gets Arts+10.

◆Additional ability if attached to a 1st or greater holomem with #ID Gen 3
The holomem this tool is attached to gets Arts+10.

Only 1 tool can be attached to each of your holomem."
hBP04-099,"古代武器
(Ancient Weapon)",,Support (Tool),U,,,,"If the holomem this tool is attached to is downed during your opponent's turn, you may archive 1 card from your hand:Return this card to hand.

◆Additional ability if attached to a 1st or greater <Anya Melfissa>
The holomem this tool is attached to gets Arts+10 for each <Ancient Weapon> attached to holomem on your stage.

Only 1 tool can be attached to each of your holomem."
hBP04-100,"ココロ
(Kokoro)",,Support (Mascot),C,,,#KoyoLabo,"The holomem this mascot is attached to gets +20 HP.

◆Additional ability if attached to a 1st or greater <Hakui Koyori>
When the holomem this mascot is attached to Collabs, during this turn this holomem gets Arts +10.

Only 1 mascot can be attached to each of your holomem."
hBP04-101,"だいふく
(Daifuku)",,Support (Mascot),C,,,,"The holomem this mascot is attached to gets Arts+10.

◆Additional ability if attached to <Yukihana Lamy>
The holomem this mascot is attached to gets +20 HP.

Only 1 mascot can be attached to each of your holomem."
hBP04-102,"やめなー
(Yamena)",,Support (Mascot),C,,,,"The holomem this mascot is attached to gets Arts+10.

◆Additional ability if attached to a 1st or greater holomem with #Gen 5
[Back position only]The holomem this mascot is attached to does not take any damage from your opponent.

Only 1 mascot can be attached to each of your holomem."
hBP04-103,"カラス
(Crow)",,Support (Mascot),C,,,,"The holomem this mascot is attached to gets Arts+10.

◆Additional ability if attached to <La+ Darknesss>
[Collab position only][1/Turn]During your Main Phase, you may roll a dice:If it is odd, move the holomem this mascot is attached to to the back position.

Only 1 mascot can be attached to each of your holomem."
hBP04-104,"スバルドダック
(Subarudo Duck)",,Support (Mascot),C,,,,"The holomem this mascot is attached to gets +20 HP.

◆Additional ability if attached to <Oozora Subaru>
If there is a total of 10 or more cheers attached to both players' holomem, the holomem this mascot is attached to gets Arts+20.

Only 1 mascot can be attached to each of your holomem."
